,Organisatie,Functie,persnr,Kalenderjaar,maand,Dienstverband,Onderwijskwalificatie,fte,kwartaal,Datum
15411,FMG,Docent 2,5821941410313706829,2020,4,Vast,Geen,0.7,Q2,2020 Q2
15412,FMG,Docent 2,5821941410313706829,2020,5,Vast,Geen,0.7,Q2,2020 Q2
15413,FMG,Docent 2,5821941410313706829,2020,6,Vast,Geen,0.7,Q2,2020 Q2
15414,FMG,Docent 2,5821941410313706829,2020,7,Vast,Geen,0.7,Q3,2020 Q3
15415,FMG,Docent 2,5821941410313706829,2020,8,Vast,Geen,0.7,Q3,2020 Q3
15416,FMG,Docent 2,5821941410313706829,2020,9,Vast,Geen,0.7,Q3,2020 Q3
15417,FMG,Docent 2,5821941410313706829,2020,10,Vast,Geen,0.7,Q4,2020 Q4
15418,FMG,Docent 2,5821941410313706829,2020,11,Vast,Geen,0.7,Q4,2020 Q4
15419,FMG,Docent 2,5821941410313706829,2020,12,Vast,Geen,0.7,Q4,2020 Q4
15420,FMG,Docent 2,5821941410313706829,2021,1,Vast,Geen,0.7,Q1,2021 Q1
15421,FMG,Docent 2,5821941410313706829,2021,2,Vast,Geen,0.7,Q1,2021 Q1
15422,FMG,Docent 2,5821941410313706829,2021,3,Vast,Geen,0.7,Q1,2021 Q1
15423,FMG,Docent 2,5821941410313706829,2021,4,Vast,Geen,0.7,Q2,2021 Q2
15424,FMG,Docent 2,5821941410313706829,2021,5,Vast,Geen,0.7,Q2,2021 Q2
15425,FMG,Docent 2,5821941410313706829,2021,6,Vast,Geen,0.7,Q2,2021 Q2
15426,FMG,Docent 2,5821941410313706829,2021,7,Vast,Geen,0.7,Q3,2021 Q3
15427,FMG,Docent 2,5821941410313706829,2021,8,Vast,Geen,0.7,Q3,2021 Q3
15428,FMG,Docent 2,5821941410313706829,2021,9,Vast,Geen,0.7,Q3,2021 Q3
15429,FMG,Docent 2,5821941410313706829,2021,10,Vast,Geen,0.7,Q4,2021 Q4
15430,FMG,Docent 2,5821941410313706829,2021,11,Vast,Geen,0.7,Q4,2021 Q4
15431,FMG,Docent 2,5821941410313706829,2021,12,Vast,Geen,0.7,Q4,2021 Q4
15432,FMG,Docent 2,5821941410313706829,2022,1,Vast,Geen,0.7,Q1,2022 Q1
15433,FMG,Docent 2,5821941410313706829,2022,2,Vast,Geen,0.7,Q1,2022 Q1
15434,FMG,Docent 2,5821941410313706829,2022,3,Vast,Geen,0.7,Q1,2022 Q1
15435,FMG,Docent 2,5821941410313706829,2022,4,Vast,Geen,0.7,Q2,2022 Q2
15436,FMG,Docent 2,5821941410313706829,2022,5,Vast,Geen,0.7,Q2,2022 Q2
15437,FMG,Docent 2,5821941410313706829,2022,6,Vast,Geen,0.7,Q2,2022 Q2
15438,FMG,Docent 2,5821941410313706829,2022,7,Vast,Geen,0.7,Q3,2022 Q3
15439,FMG,Docent 2,5821941410313706829,2022,8,Vast,Geen,0.7,Q3,2022 Q3
15440,FMG,Docent 2,5821941410313706829,2022,9,Vast,Geen,0.7,Q3,2022 Q3
15441,FMG,Docent 2,5821941410313706829,2022,10,Vast,Geen,0.7,Q4,2022 Q4
17268,FMG,Docent 3,5821941410313706829,2020,1,Vast,Geen,0.7,Q1,2020 Q1
17281,FMG,Docent 3,7228652931867460990,2021,2,Tijdelijk,Geen,0.38679,Q1,2021 Q1
17282,FMG,Docent 3,7228652931867460990,2021,3,Tijdelijk,Geen,0.38681,Q1,2021 Q1
17283,FMG,Docent 3,7228652931867460990,2021,4,Tijdelijk,Geen,0.3868,Q2,2021 Q2
17284,FMG,Docent 3,7228652931867460990,2021,5,Tijdelijk,Geen,0.38681,Q2,2021 Q2
17285,FMG,Docent 3,7228652931867460990,2021,6,Tijdelijk,Geen,0.3868,Q2,2021 Q2
15444,FMG,Docent 2,8464025450752849787,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
15445,FMG,Docent 2,8464025450752849787,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
15446,FMG,Docent 2,8464025450752849787,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
15447,FMG,Docent 2,8464025450752849787,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
15448,FMG,Docent 2,8464025450752849787,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
15449,FMG,Docent 2,8464025450752849787,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
15450,FMG,Docent 2,8464025450752849787,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
15451,FMG,Docent 2,8464025450752849787,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
15452,FMG,Docent 2,8464025450752849787,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
15453,FMG,Docent 2,8464025450752849787,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
15454,FMG,Docent 2,8464025450752849787,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
15455,FMG,Docent 2,8464025450752849787,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
15456,FMG,Docent 2,8464025450752849787,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
15457,FMG,Docent 2,8464025450752849787,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
15458,FMG,Docent 2,8464025450752849787,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
15459,FMG,Docent 2,8464025450752849787,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
15460,FMG,Docent 2,8464025450752849787,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
15461,FMG,Docent 2,8464025450752849787,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
15462,FMG,Docent 2,8464025450752849787,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
15463,FMG,Docent 2,8464025450752849787,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
15464,FMG,Docent 2,8464025450752849787,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
15465,FMG,Docent 2,8464025450752849787,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
15466,FMG,Docent 2,8464025450752849787,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
15467,FMG,Docent 2,8464025450752849787,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
15468,FMG,Docent 2,8464025450752849787,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
15469,FMG,Docent 2,8464025450752849787,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
15470,FMG,Docent 2,8464025450752849787,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
15471,FMG,Docent 2,8464025450752849787,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
15472,FMG,Docent 2,8464025450752849787,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
15473,FMG,Docent 2,8464025450752849787,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
15474,FMG,Docent 2,8464025450752849787,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
15475,FMG,Docent 2,8464025450752849787,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
15476,FMG,Docent 2,8464025450752849787,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
15477,FMG,Docent 2,8464025450752849787,2022,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2022 Q4
17292,FMG,Docent 3,889513094114106616,2020,1,Vast,Geen,0.73681,Q1,2020 Q1
17293,FMG,Docent 3,889513094114106616,2020,2,Vast,Geen,0.73679,Q1,2020 Q1
17294,FMG,Docent 3,889513094114106616,2020,3,Vast,Geen,0.73681,Q1,2020 Q1
17295,FMG,Docent 3,889513094114106616,2020,4,Vast,Geen,0.7368,Q2,2020 Q2
17296,FMG,Docent 3,889513094114106616,2020,5,Vast,Geen,0.73681,Q2,2020 Q2
17297,FMG,Docent 3,889513094114106616,2020,6,Vast,Geen,0.7368,Q2,2020 Q2
17298,FMG,Docent 3,889513094114106616,2020,7,Vast,Geen,0.73681,Q3,2020 Q3
17299,FMG,Docent 3,889513094114106616,2020,8,Vast,Geen,0.73681,Q3,2020 Q3
17300,FMG,Docent 3,889513094114106616,2020,9,Vast,Geen,0.7368,Q3,2020 Q3
17301,FMG,Docent 3,889513094114106616,2020,10,Vast,Geen,0.73681,Q4,2020 Q4
17302,FMG,Docent 3,889513094114106616,2020,11,Vast,Geen,0.7368,Q4,2020 Q4
17303,FMG,Docent 3,889513094114106616,2020,12,Vast,Geen,0.73681,Q4,2020 Q4
17304,FMG,Docent 3,889513094114106616,2021,1,Vast,Geen,0.73681,Q1,2021 Q1
17305,FMG,Docent 3,889513094114106616,2021,2,Vast,Geen,0.73679,Q1,2021 Q1
17306,FMG,Docent 3,889513094114106616,2021,3,Vast,Geen,0.73681,Q1,2021 Q1
17307,FMG,Docent 3,889513094114106616,2021,4,Vast,Geen,0.7368,Q2,2021 Q2
17308,FMG,Docent 3,889513094114106616,2021,5,Vast,Geen,0.63161,Q2,2021 Q2
17309,FMG,Docent 3,889513094114106616,2021,6,Vast,Geen,0.6316,Q2,2021 Q2
17310,FMG,Docent 3,889513094114106616,2021,7,Vast,Geen,0.63161,Q3,2021 Q3
17311,FMG,Docent 3,889513094114106616,2021,8,Vast,Geen,0.63161,Q3,2021 Q3
17312,FMG,Docent 3,889513094114106616,2021,9,Vast,Geen,0.6842,Q3,2021 Q3
17313,FMG,Docent 3,889513094114106616,2021,10,Vast,Geen,0.68419,Q4,2021 Q4
17314,FMG,Docent 3,889513094114106616,2021,11,Vast,Geen,0.6842,Q4,2021 Q4
17315,FMG,Docent 3,889513094114106616,2021,12,Vast,Geen,0.68419,Q4,2021 Q4
17316,FMG,Docent 3,889513094114106616,2022,1,Vast,Geen,0.68419,Q1,2022 Q1
17317,FMG,Docent 3,889513094114106616,2022,2,Vast,Geen,0.68421,Q1,2022 Q1
17318,FMG,Docent 3,889513094114106616,2022,3,Vast,Geen,0.68419,Q1,2022 Q1
17319,FMG,Docent 3,889513094114106616,2022,4,Vast,Geen,0.6842,Q2,2022 Q2
17320,FMG,Docent 3,889513094114106616,2022,5,Vast,Geen,0.68419,Q2,2022 Q2
17321,FMG,Docent 3,889513094114106616,2022,6,Vast,Geen,0.6842,Q2,2022 Q2
17322,FMG,Docent 3,889513094114106616,2022,7,Vast,Geen,0.68419,Q3,2022 Q3
17323,FMG,Docent 3,889513094114106616,2022,8,Vast,Geen,0.68419,Q3,2022 Q3
17324,FMG,Docent 3,889513094114106616,2022,9,Vast,Geen,0.6842,Q3,2022 Q3
17325,FMG,Docent 3,889513094114106616,2022,10,Vast,Geen,0.68419,Q4,2022 Q4
15480,FMG,Docent 2,-4443981806008038304,2020,1,Vast,Geen,0.73681,Q1,2020 Q1
15481,FMG,Docent 2,-4443981806008038304,2020,2,Vast,Geen,0.73679,Q1,2020 Q1
15482,FMG,Docent 2,-4443981806008038304,2020,3,Vast,Geen,0.73681,Q1,2020 Q1
15483,FMG,Docent 2,-4443981806008038304,2020,4,Vast,Geen,0.8868,Q2,2020 Q2
15484,FMG,Docent 2,-4443981806008038304,2020,5,Vast,Geen,0.88681,Q2,2020 Q2
15485,FMG,Docent 2,-4443981806008038304,2020,6,Vast,Geen,0.8868,Q2,2020 Q2
15486,FMG,Docent 2,-4443981806008038304,2020,7,Vast,Geen,0.88681,Q3,2020 Q3
15487,FMG,Docent 2,-4443981806008038304,2020,8,Vast,Geen,0.88681,Q3,2020 Q3
15488,FMG,Docent 2,-4443981806008038304,2020,9,Vast,Geen,0.7368,Q3,2020 Q3
15489,FMG,Docent 2,-4443981806008038304,2020,10,Vast,Geen,0.73681,Q4,2020 Q4
15490,FMG,Docent 2,-4443981806008038304,2020,11,Vast,Geen,0.7368,Q4,2020 Q4
15491,FMG,Docent 2,-4443981806008038304,2020,12,Vast,Geen,0.73681,Q4,2020 Q4
15492,FMG,Docent 2,-4443981806008038304,2021,1,Vast,Geen,0.73681,Q1,2021 Q1
15493,FMG,Docent 2,-4443981806008038304,2021,2,Vast,Geen,0.73679,Q1,2021 Q1
15494,FMG,Docent 2,-4443981806008038304,2021,3,Vast,Geen,0.73681,Q1,2021 Q1
15495,FMG,Docent 2,-4443981806008038304,2021,4,Vast,Geen,0.7368,Q2,2021 Q2
15496,FMG,Docent 2,-4443981806008038304,2021,5,Vast,Geen,0.73681,Q2,2021 Q2
15497,FMG,Docent 2,-4443981806008038304,2021,6,Vast,Geen,0.7368,Q2,2021 Q2
15498,FMG,Docent 2,-4443981806008038304,2021,7,Vast,Geen,0.73681,Q3,2021 Q3
15499,FMG,Docent 2,-4443981806008038304,2021,8,Vast,Geen,0.73681,Q3,2021 Q3
15500,FMG,Docent 2,-4443981806008038304,2021,9,Vast,Geen,0.7368,Q3,2021 Q3
15501,FMG,Docent 2,-4443981806008038304,2021,10,Vast,Geen,0.73681,Q4,2021 Q4
15502,FMG,Docent 2,-4443981806008038304,2021,11,Vast,Geen,0.7368,Q4,2021 Q4
15503,FMG,Docent 2,-4443981806008038304,2021,12,Vast,Geen,0.73681,Q4,2021 Q4
15504,FMG,Docent 2,-4443981806008038304,2022,1,Vast,Geen,0.73681,Q1,2022 Q1
15505,FMG,Docent 2,-4443981806008038304,2022,2,Vast,Geen,0.73679,Q1,2022 Q1
15506,FMG,Docent 2,-4443981806008038304,2022,3,Vast,Geen,0.73681,Q1,2022 Q1
15507,FMG,Docent 2,-4443981806008038304,2022,4,Vast,Geen,0.7368,Q2,2022 Q2
15508,FMG,Docent 2,-4443981806008038304,2022,5,Vast,Geen,0.73681,Q2,2022 Q2
15509,FMG,Docent 2,-4443981806008038304,2022,6,Vast,Geen,0.7368,Q2,2022 Q2
15510,FMG,Docent 2,-4443981806008038304,2022,7,Vast,Geen,0.73681,Q3,2022 Q3
15511,FMG,Docent 2,-4443981806008038304,2022,8,Vast,Geen,0.73681,Q3,2022 Q3
15512,FMG,Docent 2,-4443981806008038304,2022,9,Vast,Geen,0.7368,Q3,2022 Q3
15513,FMG,Docent 2,-4443981806008038304,2022,10,Vast,Geen,0.73681,Q4,2022 Q4
17328,FMG,Docent 3,4296034278249584820,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2020 Q1
17329,FMG,Docent 3,4296034278249584820,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2020 Q1
17330,FMG,Docent 3,4296034278249584820,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2020 Q1
17331,FMG,Docent 3,4296034278249584820,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2020 Q2
17332,FMG,Docent 3,4296034278249584820,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2020 Q2
17333,FMG,Docent 3,4296034278249584820,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2020 Q2
17334,FMG,Docent 3,4296034278249584820,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q3,2020 Q3
17335,FMG,Docent 3,4296034278249584820,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q3,2020 Q3
17336,FMG,Docent 3,4296034278249584820,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q3,2020 Q3
17337,FMG,Docent 3,4296034278249584820,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q4,2020 Q4
17338,FMG,Docent 3,4296034278249584820,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q4,2020 Q4
17339,FMG,Docent 3,4296034278249584820,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q4,2020 Q4
17340,FMG,Docent 3,4296034278249584820,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2021 Q1
17341,FMG,Docent 3,4296034278249584820,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2021 Q1
17342,FMG,Docent 3,4296034278249584820,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q1,2021 Q1
17343,FMG,Docent 3,4296034278249584820,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2021 Q2
17344,FMG,Docent 3,4296034278249584820,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2021 Q2
17345,FMG,Docent 3,4296034278249584820,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q2,2021 Q2
17346,FMG,Docent 3,4296034278249584820,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q3,2021 Q3
17347,FMG,Docent 3,4296034278249584820,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.6,Q3,2021 Q3
15516,FMG,Docent 2,-2141949962646656084,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2020 Q1
15517,FMG,Docent 2,-2141949962646656084,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2020 Q1
15518,FMG,Docent 2,-2141949962646656084,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2020 Q1
15519,FMG,Docent 2,-2141949962646656084,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2020 Q2
15520,FMG,Docent 2,-2141949962646656084,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2020 Q2
15521,FMG,Docent 2,-2141949962646656084,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2020 Q2
15522,FMG,Docent 2,-2141949962646656084,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2020 Q3
15523,FMG,Docent 2,-2141949962646656084,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2020 Q3
15524,FMG,Docent 2,-2141949962646656084,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2020 Q3
15525,FMG,Docent 2,-2141949962646656084,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2020 Q4
15526,FMG,Docent 2,-2141949962646656084,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2020 Q4
15527,FMG,Docent 2,-2141949962646656084,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2020 Q4
15528,FMG,Docent 2,-2141949962646656084,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2021 Q1
15529,FMG,Docent 2,-2141949962646656084,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2021 Q1
15530,FMG,Docent 2,-2141949962646656084,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2021 Q1
15531,FMG,Docent 2,-2141949962646656084,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2021 Q2
15532,FMG,Docent 2,-2141949962646656084,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2021 Q2
15533,FMG,Docent 2,-2141949962646656084,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2021 Q2
15534,FMG,Docent 2,-2141949962646656084,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2021 Q3
15535,FMG,Docent 2,-2141949962646656084,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2021 Q3
15536,FMG,Docent 2,-2141949962646656084,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q3,2021 Q3
15537,FMG,Docent 2,-2141949962646656084,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2021 Q4
15538,FMG,Docent 2,-2141949962646656084,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2021 Q4
15539,FMG,Docent 2,-2141949962646656084,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q4,2021 Q4
15540,FMG,Docent 2,-2141949962646656084,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2022 Q1
15541,FMG,Docent 2,-2141949962646656084,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2022 Q1
15542,FMG,Docent 2,-2141949962646656084,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q1,2022 Q1
15543,FMG,Docent 2,-2141949962646656084,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.5,Q2,2022 Q2
15544,FMG,Docent 2,-2141949962646656084,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.1129,Q2,2022 Q2
15060,FMG,Docent 1,-734062051936312879,2020,1,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q1,2020 Q1
15061,FMG,Docent 1,-734062051936312879,2020,2,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q1,2020 Q1
15062,FMG,Docent 1,-734062051936312879,2020,3,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q1,2020 Q1
15063,FMG,Docent 1,-734062051936312879,2020,4,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q2,2020 Q2
15064,FMG,Docent 1,-734062051936312879,2020,5,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q2,2020 Q2
15065,FMG,Docent 1,-734062051936312879,2020,6,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q2,2020 Q2
15066,FMG,Docent 1,-734062051936312879,2020,7,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q3,2020 Q3
15067,FMG,Docent 1,-734062051936312879,2020,8,Vast,Seniorkwalificatie Onderwijs (SKO),1.0,Q3,2020 Q3
15068,FMG,Docent 1,-734062051936312879,2020,9,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q3,2020 Q3
15069,FMG,Docent 1,-734062051936312879,2020,10,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q4,2020 Q4
15070,FMG,Docent 1,-734062051936312879,2020,11,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q4,2020 Q4
15071,FMG,Docent 1,-734062051936312879,2020,12,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q4,2020 Q4
15072,FMG,Docent 1,-734062051936312879,2021,1,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q1,2021 Q1
15073,FMG,Docent 1,-734062051936312879,2021,2,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q1,2021 Q1
15074,FMG,Docent 1,-734062051936312879,2021,3,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q1,2021 Q1
15075,FMG,Docent 1,-734062051936312879,2021,4,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q2,2021 Q2
15076,FMG,Docent 1,-734062051936312879,2021,5,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q2,2021 Q2
15077,FMG,Docent 1,-734062051936312879,2021,6,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q2,2021 Q2
15078,FMG,Docent 1,-734062051936312879,2021,7,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q3,2021 Q3
15079,FMG,Docent 1,-734062051936312879,2021,8,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q3,2021 Q3
15080,FMG,Docent 1,-734062051936312879,2021,9,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q3,2021 Q3
15081,FMG,Docent 1,-734062051936312879,2021,10,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q4,2021 Q4
15082,FMG,Docent 1,-734062051936312879,2021,11,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q4,2021 Q4
15083,FMG,Docent 1,-734062051936312879,2021,12,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q4,2021 Q4
15084,FMG,Docent 1,-734062051936312879,2022,1,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q1,2022 Q1
15085,FMG,Docent 1,-734062051936312879,2022,2,Vast,Seniorkwalificatie Onderwijs (SKO),0.7788900000000001,Q1,2022 Q1
15086,FMG,Docent 1,-734062051936312879,2022,3,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q1,2022 Q1
15087,FMG,Docent 1,-734062051936312879,2022,4,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q2,2022 Q2
15088,FMG,Docent 1,-734062051936312879,2022,5,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q2,2022 Q2
15089,FMG,Docent 1,-734062051936312879,2022,6,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q2,2022 Q2
15090,FMG,Docent 1,-734062051936312879,2022,7,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q3,2022 Q3
15091,FMG,Docent 1,-734062051936312879,2022,8,Vast,Seniorkwalificatie Onderwijs (SKO),0.7789,Q3,2022 Q3
15092,FMG,Docent 1,-734062051936312879,2022,9,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q3,2022 Q3
15093,FMG,Docent 1,-734062051936312879,2022,10,Vast,Seniorkwalificatie Onderwijs (SKO),0.8,Q4,2022 Q4
17352,FMG,Docent 3,2949543337328442877,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q1,2020 Q1
17353,FMG,Docent 3,2949543337328442877,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q1,2020 Q1
17354,FMG,Docent 3,2949543337328442877,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q1,2020 Q1
17355,FMG,Docent 3,2949543337328442877,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.2105,Q2,2020 Q2
17356,FMG,Docent 3,2949543337328442877,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q2,2020 Q2
17357,FMG,Docent 3,2949543337328442877,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.2105,Q2,2020 Q2
17358,FMG,Docent 3,2949543337328442877,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q3,2020 Q3
17359,FMG,Docent 3,2949543337328442877,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q3,2020 Q3
17360,FMG,Docent 3,2949543337328442877,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.2105,Q3,2020 Q3
17361,FMG,Docent 3,2949543337328442877,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q4,2020 Q4
17362,FMG,Docent 3,2949543337328442877,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.2105,Q4,2020 Q4
17363,FMG,Docent 3,2949543337328442877,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q4,2020 Q4
17364,FMG,Docent 3,2949543337328442877,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q1,2021 Q1
17365,FMG,Docent 3,2949543337328442877,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.2105,Q1,2021 Q1
17366,FMG,Docent 3,2949543337328442877,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.21052,Q1,2021 Q1
